,title,mean rating,number of ratings
1808,"Hitcher, The (2007)",2.5,2
1809,After the Wedding (Efter brylluppet) (2006),3.5,1
1810,Bridge to Terabithia (2007),2.78,9
1811,Beer League (2006),4.0,1
1812,Dead Meat (2004),4.5,1
1813,49 Up (2005),4.0,2
1814,Waitress (2007),3.83,6
1815,Catch and Release (2006),2.25,2
1816,Smokin' Aces (2006),3.1,10
1817,Blood and Chocolate (2007),2.0,2
1818,Epic Movie (2007),1.12,4
1819,"Messengers, The (2007)",2.5,2
1820,Because I Said So (2007),3.0,3
1821,Hannibal Rising (2007),3.5,3
1822,Norbit (2007),1.0,1
1823,"Boss of It All, The (Direktøren for det hele) (2006)",4.5,2
1824,Cocaine Cowboys (2006),4.5,2
1825,Ratatouille (2007),3.87,72
1826,"Paris, I Love You (Paris, je t'aime) (2006)",2.94,8
1827,"Astronaut Farmer, The (2007)",2.25,2
1828,"Wake Up, Ron Burgundy (2004)",3.5,1
1829,It's a Boy Girl Thing (2006),1.0,2
1830,"Ugly Duckling and Me!, The (2006)",5.0,1
1831,Unknown (2006),3.0,4
1832,Ghost Rider (2007),2.25,12
1833,Breach (2007),3.56,8
1834,Tyler Perry's Daddy's Little Girls (2007),2.0,1
1835,Music and Lyrics (2007),3.1,10
1836,"Number 23, The (2007)",2.93,14
1837,Reno 911!: Miami (2007),3.0,2
1838,Black Snake Moan (2006),3.5,4
1839,My Father and My Son (Babam ve oglum) (2005),4.5,1
1840,Factory Girl (2006),3.5,1
1841,Hot Fuzz (2007),4.0,61
1842,Golden Door (Nuovomondo) (2006),4.5,1
1843,Next (2007),2.82,14
1844,Amazing Grace (2006),3.0,1
1845,2001 Maniacs (2005),3.25,2
1846,Zodiac (2007),3.71,38
1847,Pusher III: I'm the Angel of Death (2005),2.5,1
1848,Wild Hogs (2007),2.3,5
1849,300 (2007),3.68,80
1850,"Abandoned, The (2006)",2.0,1
1851,Starter for 10 (2006),3.5,1
1852,"Last Mimzy, The (2007)",3.0,2
1853,Priceless (Hors de prix) (2006),4.25,2
1854,"Host, The (Gwoemul) (2006)",4.0,7
1855,Becoming Jane (2007),2.92,6
1856,"Namesake, The (2006)",3.67,3
1857,I Think I Love My Wife (2007),2.5,1
1858,Premonition (2007),3.5,3
1859,Dead Silence (2007),3.25,2
1860,Reign Over Me (2007),4.1,5
1861,Pride (2007),2.5,1
1862,Shooter (2007),3.86,25
1863,"Hills Have Eyes II, The (2007)",2.5,2
1864,TMNT (Teenage Mutant Ninja Turtles) (2007),3.08,6
1865,Black Book (Zwartboek) (2006),2.5,1
1866,"Lookout, The (2007)",3.25,6
1867,Blades of Glory (2007),3.09,17
1868,Are We Done Yet? (2007),1.5,1
1869,Grindhouse (2007),3.43,27
1870,"Reaping, The (2007)",2.5,3
1871,Meet the Robinsons (2007),3.55,11
1872,American Hardcore (2006),3.5,1
1873,Sunshine (2007),3.64,14
1874,"Hoax, The (2007)",3.5,2
1875,Disturbia (2007),3.15,10
1876,Aqua Teen Hunger Force Colon Movie Film for Theaters (2007),3.0,1
1877,"Vie en Rose, La (Môme, La) (2007)",3.25,2
1878,Fracture (2007),3.67,12
1879,Vacancy (2007),3.75,2
1880,In the Land of Women (2007),4.0,2
1881,Mr. Bean's Holiday (2007),2.88,4
1882,"Invisible, The (2007)",2.33,3
1883,Kickin It Old Skool (2007),2.0,1
1884,Spider-Man 3 (2007),3.0,44
1885,Lucky You (2007),3.0,1
1886,It's a Very Merry Muppet Christmas Movie (2002),1.5,2
1887,Sharkwater (2006),4.0,1
1888,"Ex, The (2007)",4.0,1
1889,Paprika (Papurika) (2006),3.78,9
1890,Day Watch (Dnevnoy dozor) (2006),2.5,2
1891,This Is England (2006),4.0,8
1892,Away from Her (2006),3.62,4
1893,Knocked Up (2007),3.65,52
1894,Hairspray (2007),3.5,15
1895,28 Weeks Later (2007),3.6,21
1896,Jonestown: The Life and Death of Peoples Temple (2006),3.88,4
1897,Shrek the Third (2007),3.02,21
1898,Once (2006),3.94,9
1899,Pirates of the Caribbean: At World's End (2007),3.44,56
1900,Bug (2007),2.88,4
1901,Mr. Brooks (2007),4.0,7
1902,"Librarian: Return to King Solomon's Mines, The (2006)",3.5,2
1903,"Librarian: Quest for the Spear, The (2004)",3.75,2
1904,Fay Grim (2006),2.0,1
1905,"I'm a Cyborg, But That's OK (Saibogujiman kwenchana) (2006)",3.0,2
1906,"Breed, The (2006)",5.0,1
1907,Cashback (2006),3.25,4
1908,Ocean's Thirteen (2007),3.48,33
1909,Them (Ils) (2006),2.0,1
1910,Hostel: Part II (2007),2.0,4
1911,Paranoid Park (2007),4.0,1
1912,Surf's Up (2007),3.5,7
1913,Fantastic Four: Rise of the Silver Surfer (2007),2.58,20
1914,Nancy Drew (2007),2.83,3
1915,Fido (2006),3.29,7
1916,Death Proof (2007),3.13,26
1917,Rescue Dawn (2006),3.33,3
1918,"TV Set, The (2006)",4.0,2
1919,"Valet, The (La doublure) (2006)",5.0,1
1920,Bring It On: All or Nothing (2006),2.0,1
1921,"Power of Nightmares, The: The Rise of the Politics of Fear (2004)",4.5,1
1922,Sicko (2007),3.71,14
1923,"Mighty Heart, A (2007)",3.5,1
1924,1408 (2007),3.16,25
1925,Death at a Funeral (2007),3.25,4
1926,Live Free or Die Hard (2007),3.41,32
1927,License to Wed (2007),2.33,3
1928,Evan Almighty (2007),2.54,13
1929,Transformers (2007),3.35,39
1930,Harry Potter and the Order of the Phoenix (2007),3.86,58
1931,I Now Pronounce You Chuck and Larry (2007),3.45,11
1932,First Snow (2006),3.25,2
1933,Manufactured Landscapes (2006),3.75,2
1934,Across the Universe (2007),4.05,11
1935,Hot Rod (2007),3.14,7
1936,Stardust (2007),3.6,34
1937,"Simpsons Movie, The (2007)",3.62,46
1938,I Know Who Killed Me (2007),0.5,1
1939,No Reservations (2007),3.25,2
1940,Charlie Bartlett (2007),3.5,5
1941,"Bourne Ultimatum, The (2007)",3.7,81
1942,China Blue (2005),4.0,1
1943,Tell No One (Ne le dis à personne) (2006),3.83,3
1944,Superbad (2007),3.86,55
1945,"Brice Man, The (Brice de Nice) (2005)",3.5,1
1946,Rush Hour 3 (2007),2.7,5
1947,"Last Legion, The (2007)",3.0,1
1948,Balls of Fury (2007),2.83,3
1949,Sydney White (2007),2.5,2
1950,"Kingdom, The (2007)",3.81,8
1951,Rocket Science (2007),3.25,2
1952,Daddy Day Camp (2007),0.5,1
1953,"Invasion, The (2007)",3.0,2
1954,"Nanny Diaries, The (2007)",3.17,3
1955,Halloween (2007),3.25,4
1956,Death Sentence (2007),3.5,1
1957,2 Days in Paris (2007),3.5,1
1958,"King of Kong, The (2007)",3.92,12
1959,Taxi 4 (2007),2.0,1
1960,Behind the Mask: The Rise of Leslie Vernon (2006),4.0,1
1961,"Brothers Solomon, The (2007)",0.5,1
1962,"Nines, The (2007)",2.5,1
1963,Planet Terror (2007),3.8,22
1964,3:10 to Yuma (2007),4.06,25
1965,Shoot 'Em Up (2007),3.46,12
1966,"Ten, The (2007)",4.5,1
1967,Atonement (2007),3.54,13
1968,Electroma (2006),1.0,1
1969,Requiem (2006),3.5,1
1970,"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile) (2007)",4.0,3
1971,No End in Sight (2007),4.0,1
1972,"Brave One, The (2007)",3.25,2
1973,In the Valley of Elah (2007),3.5,3
1974,December Boys (2007),3.0,1
1975,Shanghai Kiss (2007),4.0,1
1976,"Hunting Party, The (2007)",2.67,3
1977,Eastern Promises (2007),4.03,19
1978,"Unreasonable Man, An (2006)",4.0,1
1979,Tekkonkinkreet (Tekkon kinkurîto) (2006),4.62,4
1980,Love and Other Disasters (2006),3.0,1
1981,Interview (2007),2.5,1
1982,Cashback (2004),3.0,1
1983,Resident Evil: Extinction (2007),2.95,10
1984,Mr. Woodcock (2007),2.67,3
1985,Good Luck Chuck (2007),3.25,4
1986,Into the Wild (2007),3.9,41
1987,"Game Plan, The (2007)",2.67,3
1988,"Lust, Caution (Se, jie) (2007)",3.75,4
1989,"Seeker: The Dark Is Rising, The (2007)",1.0,1
1990,"Heartbreak Kid, The (2007)",2.5,8
1991,Dan in Real Life (2007),3.39,9
1992,"Darjeeling Limited, The (2007)",3.43,21
1993,We Own the Night (2007),3.75,2
1994,Elizabeth: The Golden Age (2007),2.75,2
1995,Michael Clayton (2007),3.91,17
1996,Sleuth (2007),4.25,2
1997,Lars and the Real Girl (2007),3.56,8
1998,30 Days of Night (2007),3.18,11
1999,Gone Baby Gone (2007),3.45,20
2000,"Comebacks, The (2007)",0.75,2
2001,Weirdsville (2007),2.5,1
2002,"Assassination of Jesse James by the Coward Robert Ford, The (2007)",4.1,10
2003,10th & Wolf (2006),4.5,1
2004,Persepolis (2007),4.18,11
2005,Control (2007),4.17,3
2006,The Jane Austen Book Club (2007),3.5,2
2007,"Last Winter, The (2006)",4.0,1
2008,Black Sheep (2006),2.33,3
2009,"Edge of Heaven, The (Auf der anderen Seite) (2007)",3.5,1
2010,Saw IV (2007),3.2,5
2011,For the Bible Tells Me So (2007),3.25,2
2012,My Kid Could Paint That (2007),4.5,1
2013,Elite Squad (Tropa de Elite) (2007),4.3,10
2014,King of California (2007),3.0,1
2015,American Gangster (2007),3.91,37
2016,Bee Movie (2007),3.15,10
2017,Before the Devil Knows You're Dead (2007),3.0,1
2018,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)",4.1,5
2019,No Country for Old Men (2007),3.9,64
2020,Be Kind Rewind (2008),3.4,10
2021,Itty Bitty Titty Committee (2007),3.5,1
2022,August Rush (2007),3.5,6
2023,"Man from Earth, The (2007)",4.19,8
2024,Lions For Lambs (2007),4.0,2
2025,Beowulf (2007),2.56,8
2026,Southland Tales (2006),3.0,2
2027,"Evening with Kevin Smith 2: Evening Harder, An (2006)",2.75,2
2028,I Served the King of England (Obsluhoval jsem anglického krále) (2006),4.5,1
2029,"Mist, The (2007)",3.43,14
2030,Enchanted (2007),3.68,17
2031,Hitman (2007),3.29,7
2032,Awake (2007),4.0,1
2033,"Golden Compass, The (2007)",3.11,18
2034,I Am Legend (2007),3.48,62
2035,Alvin and the Chipmunks (2007),1.5,3
2036,Futurama: Bender's Big Score (2007),3.9,10
2037,Margot at the Wedding (2007),3.0,1
2038,I'm Not There (2007),3.5,2
2039,"Savages, The (2007)",3.5,1
2040,Wrong Turn 2: Dead End (2007),3.0,2
2041,"Orphanage, The (Orfanato, El) (2007)",3.88,8
2042,Juno (2007),3.77,65
2043,"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders (2006)",3.0,2
2044,My Blueberry Nights (2007),4.0,1
2045,Helvetica (2007),3.25,4
2046,"Bucket List, The (2007)",3.23,13
2047,"Kite Runner, The (2007)",3.33,3
2048,"Deaths of Ian Stone, The (2007)",3.0,1
2049,Wristcutters: A Love Story (2006),4.0,6
2050,Sweeney Todd: The Demon Barber of Fleet Street (2007),3.72,30
2051,National Treasure: Book of Secrets (2007),3.04,24
2052,There Will Be Blood (2007),4.14,28
2053,Charlie Wilson's War (2007),3.38,8
2054,AVPR: Aliens vs. Predator - Requiem (2007),2.58,6
2055,Walk Hard: The Dewey Cox Story (2007),3.3,5
2056,As You Like It (2006),3.0,1
2057,Drained (O cheiro do Ralo) (2006),4.0,1
2058,Dedication (2007),4.0,1
2059,"Water Horse: Legend of the Deep, The (2007)",4.0,1
2060,Battlestar Galactica: Razor (2007),3.8,5
2061,P.S. I Love You (2007),3.09,11
2062,27 Dresses (2008),3.3,20
2063,Cassandra's Dream (2007),4.0,1
2064,Like Stars on Earth (Taare Zameen Par) (2007),4.5,2
2065,"Band's Visit, The (Bikur Ha-Tizmoret) (2007)",3.5,3
2066,[REC] (2007),4.06,8
2067,In the Name of the King: A Dungeon Siege Tale (2008),0.5,1
2068,Cloverfield (2008),3.35,27
2069,Hatchet (2006),4.0,1
2070,Cat Soup (Nekojiru-so) (2001),4.0,1
2071,"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)",4.1,10
2072,First Sunday (2008),3.5,1
2073,Untraceable (2008),3.0,1
2074,Rambo (Rambo 4) (2008),3.28,9
2075,Meet the Spartans (2008),2.5,3
2076,Strange Wilderness (2008),3.25,2
2077,"Signal, The (2007)",3.5,1
2078,Hellboy II: The Golden Army (2008),3.81,18
2079,In Bruges (2008),4.16,41
2080,Rise of the Footsoldier (2007),4.5,1
2081,Teeth (2007),2.0,1
2082,Fool's Gold (2008),2.33,3
2083,Jumper (2008),3.0,18
2084,"Definitely, Maybe (2008)",3.43,14
2085,"Air I Breathe, The (2007)",3.0,1
2086,Vantage Point (2008),3.42,6
2087,"Spiderwick Chronicles, The (2008)",3.4,5
2088,Step Up 2 the Streets (2008),3.25,2
2089,"Other Boleyn Girl, The (2008)",3.79,7
2090,Semi-Pro (2008),2.9,10
2091,Run Fatboy Run (2007),3.0,7
2092,Taxi to the Dark Side (2007),4.0,1
2093,Descent (2007),1.0,1
2094,College Road Trip (2008),4.5,1
2095,"10,000 BC (2008)",2.71,17
2096,"Bank Job, The (2008)",3.62,13
2097,Doomsday (2008),4.0,1
2098,Horton Hears a Who! (2008),3.44,8
2099,Funny Games U.S. (2007),4.38,4
2100,"Counterfeiters, The (Die Fälscher) (2007)",3.33,3
2101,Mongol (2007),2.5,1
2102,War Dance (2007),4.5,1
2103,"Love Guru, The (2008)",2.12,4
2104,Diary of the Dead (2007),2.83,3
2105,Penelope (2006),3.5,4
2106,City of Men (Cidade dos Homens) (2007),4.0,1
2107,Zeitgeist: The Movie (2007),3.75,2
2108,Justice League: The New Frontier (2008) ,2.75,2
2109,Heima (2007),4.17,3
2110,Snow Angels (2007),3.0,1
2111,"Class, The (Klass) (2007)",3.5,2
2112,"Dark Knight, The (2008)",4.24,149
2113,Never Back Down (2008),3.5,1
2114,Drillbit Taylor (2008),3.5,2
2115,Youth Without Youth (2007),2.5,1
2116,21 (2008),3.75,18
2117,Smart People (2008),2.75,2
2118,"Shepherd: Border Patrol, The (2008)",2.5,1
2119,Leatherheads (2008),2.38,4
2120,Assembly (Ji jie hao) (2007) ,4.5,1
2121,Zebraman (2004),3.5,2
2122,Stop-Loss (2008),3.25,2
2123,Shine a Light (2008),3.5,1
2124,Inside (À l'intérieur) (2007),4.0,1
2125,Nim's Island (2008),3.0,2
2126,"Ruins, The (2008)",3.5,1
2127,Forgetting Sarah Marshall (2008),3.77,39
2128,Superhero Movie (2008),2.0,3
2129,Street Kings (2008),2.5,1
2130,"Visitor, The (2007)",4.5,1
2131,Harold & Kumar Escape from Guantanamo Bay (2008),3.31,13
2132,99 francs (2007),4.0,1
2133,Speed Racer (2008),3.17,3
2134,"Forbidden Kingdom, The (2008)",3.83,3
2135,Happy-Go-Lucky (2008),3.5,1
2136,Religulous (2008),3.8,5
2137,Outpost (2008),2.0,2
2138,Are You Scared? (2006),3.5,1
2139,Son of Rambow (2007),4.67,3
2140,Super High Me (2007),4.25,2
2141,Outsourced (2006),3.5,1
2142,Baby Mama (2008),3.14,11
2143,Expelled: No Intelligence Allowed (2008),1.0,1
2144,Prom Night (2008),0.75,2
2145,Iron Man (2008),3.82,94
2146,Made of Honor (2008),2.88,4
2147,Redbelt (2008),3.0,1
2148,Taken (2008),3.62,42
2149,"Fall, The (2006)",3.95,11
2150,What Happens in Vegas... (2008),2.75,8
2151,American Pie Presents Beta House (American Pie 6: Beta House) (2007),2.75,2
2152,Bella (2006),3.5,1
2153,"Chronicles of Narnia: Prince Caspian, The (2008)",3.54,12
2154,Shelter (2007),4.0,1
2155,"Girl Next Door, The (2007)",3.75,2
2156,Indiana Jones and the Kingdom of the Crystal Skull (2008),2.83,39
2157,Nina's Heavenly Delights (2006),4.0,1
2158,Sex and the City (2008),2.41,11
2159,"Strangers, The (2008)",3.17,3
2160,"Bigger, Stronger, Faster* (2008)",3.5,1
2161,All the Boys Love Mandy Lane (2006),3.0,1
2162,Kung Fu Panda (2008),3.44,54
2163,Recount (2008),3.5,1
2164,Ex Drummer (2007),5.0,1
2165,You Don't Mess with the Zohan (2008),2.87,15
2166,Stuck (2007),3.5,1
2167,Chaos Theory (2007),4.0,1
2168,Boy A (2007),4.0,1
2169,Spiral (2007),4.5,1
2170,"Happening, The (2008)",3.0,5
2171,"Incredible Hulk, The (2008)",3.17,35
2172,"Children of Huang Shi, The (2008)",3.5,1
2173,WALL·E (2008),4.06,104
2174,Wanted (2008),3.16,22
2175,Hancock (2008),3.03,29
2176,Get Smart (2008),3.47,16
2177,Young People Fucking (a.k.a. YPF) (2007),2.25,2
2178,St. Trinian's (2007),2.5,1
2179,Futurama: The Beast with a Billion Backs (2008),3.5,6
2180,Kit Kittredge: An American Girl (2008),3.0,2
2181,Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008),3.75,2
2182,"Wackness, The (2008)",4.0,3
2183,Strange Circus (Kimyô na sâkasu) (2005),4.0,1
2184,Encounters at the End of the World (2008),4.5,3
2185,Zombie Strippers! (2008),0.5,1
2186,Battle for Haditha (2007),4.0,1
2187,Mamma Mia! (2008),2.96,14
2188,Welcome to the Sticks (Bienvenue chez les Ch'tis) (2008),4.5,2
2189,Rogue (2007),3.5,1
2190,Journey to the Center of the Earth (2008),2.5,5
2191,Meet Dave (2008),3.5,2
2192,"Machine Girl, The (Kataude mashin gâru) (2008)",2.25,2
2193,Shrooms (2007),3.5,1
2194,Transsiberian (2008),2.5,1
2195,Stargate: Continuum (2008),2.5,1
2196,Watchmen (2009),3.99,43
2197,Shotgun Stories (2007),2.5,1
2198,Watching the Detectives (2007),5.0,1
2199,Felon (2008),3.5,2
2200,Step Brothers (2008),3.55,28
2201,"X-Files: I Want to Believe, The (2008)",2.88,4
2202,Man on Wire (2008),3.69,8
2203,Hogfather (Terry Pratchett's Hogfather) (2006),4.0,1
2204,Pathology (2008),4.0,1
2205,"Tracey Fragments, The (2007)",3.0,1
2206,"Zone, The (La Zona) (2007)",3.5,2
2207,"Edge of Love, The (2008)",3.0,1
2208,"Mummy: Tomb of the Dragon Emperor, The (2008)",2.64,7
2209,"Midnight Meat Train, The (2008)",2.88,4
2210,Frozen River (2008),4.5,1
2211,Vicky Cristina Barcelona (2008),3.09,16
2212,Batman: Gotham Knight (2008),3.5,3
2213,"Walker, The (2007)",2.0,1
2214,Pineapple Express (2008),3.68,31
2215,Red Cliff (Chi bi) (2008),4.0,3
2216,"Sisterhood of the Traveling Pants 2, The (2008)",2.5,1
2217,Hell Ride (2008),2.0,1
2218,High School Musical 2 (2007),2.0,1
2219,Tropic Thunder (2008),3.5,33
2220,Star Wars: The Clone Wars (2008),2.36,7
2221,Henry Poole is Here (2008),4.0,1
2222,Mutant Chronicles (2008),3.5,1
2223,Waltz with Bashir (Vals im Bashir) (2008),3.0,5
2224,Let the Right One In (Låt den rätte komma in) (2008),3.91,17
2225,Hamlet 2 (2008),2.0,1
2226,Death Race (2008),3.22,9
2227,"House Bunny, The (2008)",2.5,10
2228,"Rocker, The (2008)",2.75,2
2229,I.O.U.S.A. (a.k.a. IOUSA) (2008),4.0,1
2230,Mirrors (2008),1.5,1
2231,Sukiyaki Western Django (2008),3.33,3
2232,Somers Town (2008),3.5,1
2233,Burn After Reading (2008),3.49,39
2234,Disaster Movie (2008),0.83,3
2235,Babylon A.D. (2008),2.33,3
2236,Traitor (2008),3.38,4
2237,"Onion Movie, The (2008)",4.0,1
2238,"Spirit, The (2008)",2.5,2
2239,John Adams (2008),4.0,2
2240,Bangkok Dangerous (2008),3.25,2
2241,Sunflower (Xiang ri kui) (2005),2.0,1
2242,Altered (2006),3.0,1
2243,Righteous Kill (2008),3.0,1
2244,Lakeview Terrace (2008),3.0,2
2245,Ghost Town (2008),2.0,2
2246,"Crow, The: Wicked Prayer (2005)",0.5,1
2247,Appaloosa (2008),3.0,1
2248,Dead Fury (2008),3.0,1
2249,Eagle Eye (2008),3.06,8
2250,How to Lose Friends & Alienate People (2008),2.83,6
2251,Nick and Norah's Infinite Playlist (2008),3.35,10
2252,Gomorrah (Gomorra) (2008),3.7,5
2253,"Duchess, The (2008)",3.5,4
2254,Alone in the Dark II (2008),3.5,1
2255,FLCL (2000),4.28,9
2256,Rachel Getting Married (2008),2.75,2
2257,Body of Lies (2008),3.77,11
2258,City of Ember (2008),2.83,3
2259,Max Payne (2008),2.17,3
2260,Zack and Miri Make a Porno (2008),3.52,21
2261,W. (2008),2.5,1
2262,My Best Friend's Girl (2008),4.0,3
2263,"Synecdoche, New York (2008)",3.12,4
2264,"Secret Life of Bees, The (2008)",4.0,1
2265,"American Carol, An (2008)",2.0,1
2266,"Wave, The (Welle, Die) (2008)",3.57,7
2267,"Angus, Thongs and Perfect Snogging (2008)",2.5,1
2268,Pride and Glory (2008),3.0,2
2269,"Express, The (2008)",3.0,1
2270,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002),4.0,1
2271,Babylon 5: The Lost Tales - Voices in the Dark (2007),4.0,1
2272,RocknRolla (2008),3.77,13
2273,Futurama: Bender's Game (2008),3.44,9
2274,Tin Man (2007),2.25,2
2275,Madagascar: Escape 2 Africa (2008),3.69,13
2276,Blindness (2008),3.5,1
2277,Changeling (2008),3.44,8
2278,"Road, The (2009)",3.89,9
2279,Slumdog Millionaire (2008),3.81,71
2280,Quantum of Solace (2008),3.46,35
2281,Role Models (2008),3.62,20
2282,Tokyo! (2008),3.5,1
2283,JCVD (2008),3.25,2
2284,Crows Zero (Kurôzu zero) (2007),4.0,2
2285,Krabat (2008),2.0,1
2286,Camp Rock (2008),1.0,1
2287,Farscape: The Peacekeeper Wars (2004),3.5,4
2288,Saw V (2008),3.17,3
2289,Sex Drive (2008),3.62,4
2290,The Island (2006),4.0,1
2291,Beverly Hills Chihuahua (2008),2.12,4
2292,"Class, The (Entre les murs) (2008)",2.75,2
2293,Splinter (2008),4.0,1
2294,Australia (2008),3.2,5
2295,Bolt (2008),3.39,18
2296,Milk (2008),3.55,11
2297,Twilight (2008),2.41,22
2298,"Children, The (2008)",3.5,1
2299,Transporter 3 (2008),2.67,6
2300,Four Christmases (2008),2.83,3
2301,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",3.42,6
2302,Fireproof (2008),1.0,1
2303,Igor (2008),3.5,2
2304,Dinotopia (2002),3.33,3
2305,Hunger (2008),4.75,2
2306,Punisher: War Zone (2008),3.0,6
2307,Shrek the Halls (2007),2.5,2
2308,"Pervert's Guide to Cinema, The (2006)",3.5,1
2309,Wallace and Gromit in 'A Matter of Loaf and Death' (2008),3.7,5
2310,"Day the Earth Stood Still, The (2008)",2.79,7
2311,Che: Part One (2008),5.0,1
2312,Che: Part Two (2008),5.0,1
2313,Doubt (2008),3.36,7
2314,Gran Torino (2008),3.95,46
2315,Frost/Nixon (2008),3.94,9
2316,"Reader, The (2008)",3.21,7
2317,Sword of the Stranger (Sutorejia: Mukô hadan) (2007),4.0,1
2318,Seven Pounds (2008),4.14,11
2319,"Wrestler, The (2008)",3.74,34
2320,"Curious Case of Benjamin Button, The (2008)",3.59,37
2321,Yes Man (2008),3.62,34
2322,Valkyrie (2008),3.41,11
2323,5 Centimeters per Second (Byôsoku 5 senchimêtoru) (2007),3.5,3
2324,War of the Worlds (2005),3.0,2
2325,Ben X (2007),3.5,1
2326,Bedtime Stories (2008),3.36,11
2327,Choke (2008),3.5,3
2328,Revolutionary Road (2008),3.7,5
2329,Dear Zachary: A Letter to a Son About His Father (2008),3.88,4
2330,Wild Child (2008),3.0,1
2331,Defiance (2008),3.93,7
2332,Zeitgeist: Addendum (2008),4.5,1
2333,Marley & Me (2008),3.14,14
2334,Ponyo (Gake no ue no Ponyo) (2008),4.0,11
2335,Earthsea (Legend of Earthsea) (2004),3.0,1
2336,Ip Man (2008),3.95,10
2337,"Tale of Despereaux, The (2008)",3.0,1
2338,Bride Wars (2009),3.5,4
2339,"Gamers, The: Dorkness Rising (2008)",2.5,1
2340,Mesrine: Killer Instinct (L'instinct de mort) (2008),4.0,1
2341,My Bloody Valentine 3-D (2009),2.0,1
2342,Battle in Seattle (2007),4.0,1
2343,"Timecrimes (Cronocrímenes, Los) (2007)",4.25,4
2344,Fire and Ice (2008),2.0,1
2345,Underworld: Rise of the Lycans (2009),3.64,7
2346,Inkheart (2008),3.5,5
2347,Paul Blart: Mall Cop (2009),2.71,7
2348,Notorious (2009),3.0,1
2349,"Uninvited, The (2009)",3.5,1
2350,Outlander (2008),3.33,3
2351,Eden Lake (2008),4.0,1
2352,Coraline (2009),3.7,35
2353,Push (2009),3.0,2
2354,"International, The (2009)",3.0,2
2355,He's Just Not That Into You (2009),2.82,11
2356,Dead Like Me: Life After Death (2009),3.5,1
2357,Futurama: Into the Wild Green Yonder (2009),3.5,6
2358,Frontière(s) (2007),3.5,1
2359,"11th Hour, The (2007)",4.0,1
2360,Afro Samurai: Resurrection (2009),2.5,1
2361,Departures (Okuribito) (2008),4.1,5
2362,My Name Is Bruce (2007),3.0,1
2363,Funny People (2009),3.5,5
2364,Berlin Calling (2008),4.25,2
